,type,level,price,hands required,system,category,damage,damage type,range,critical effect,critical damage,capacity,usage,ammo type,power type,bulk,special,source,area,eac bonus,kac bonus,max dex bonus,armor check penalty,speed adjustment,armor slots,weapon slots,upgrade slots,shield bonus,aligned shield bonus,speed,max speed,str,cover,hp,hardness,passengers
"nova lance, white star",Advanced Melee,12,39500,2,-,Plasma,7d4,E & F,-,Severe wound,-,40,2,Battery charge,-,2,"Reach, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"nova lance, yellow star",Advanced Melee,7,6870,2,-,Plasma,3d4,E & F,-,Wound,-,20,1,Battery charge,-,2,"Reach, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"nova rifle, red star",Longarms,2,940,2,-,Plasma,1d6,E & F,30,Blind,-,20,2,Battery charge,-,1,"Line, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"nova rifle, white star",Longarms,11,25300,2,-,Plasma,3d6,E & F,80,Blind,-,40,4,Battery charge,-,1,"Line, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"nova rifle, yellow star",Longarms,7,6800,2,-,Plasma,2d6,E & F,60,Blind,-,40,4,Battery charge,-,1,"Line, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"numbing beam, advanced",Longarms,5,3050,2,-,Cryo,1d8,C,50,Staggered,-,20,1,Battery charge,-,1,Nonlethal,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"numbing beam, elite",Longarms,10,18000,2,-,Cryo,3d6,C,80,Staggered,-,20,1,Battery charge,-,1,Nonlethal,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"numbing beam, paragon",Longarms,15,112000,2,-,Cryo,6d6,C,80,Staggered,-,20,1,Battery charge,-,1,Nonlethal,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"numbing beam, tactical",Longarms,1,370,2,-,Cryo,1d6,C,50,Staggered,-,20,1,Battery charge,-,1,Nonlethal,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyfiber net,Special,2,460,1,-,Uncategorized,-,-,10,-,-,-,-,-,-,1,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"painclaw, demonic",Advanced Melee,11,25000,1,-,Uncategorized,2d8,S & P,-,Bleed,1d6,40,1,Battery charge,-,1,"Injection, unwieldy",AP02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"painclaw, draconic",Advanced Melee,19,560000,1,-,Uncategorized,6d8,S & P,-,Bleed,2d6,40,1,Battery charge,-,1,"Injection, unwieldy",AP02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"painclaw, ghoulish",Advanced Melee,3,1250,1,-,Uncategorized,1d8,S & P,-,-,-,40,1,Battery charge,-,1,"Injection, unwieldy",AP02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
peacemaker,Basic Melee,16,185300,1,-,Uncategorized,6d6,B,-,Knockdown,-,20,2,Battery charge,-,L,"Operative, powered, stun",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"perforator pistol, diffraction",Small Arms,2,500,1,-,Sonic,1d4,So,20,Bleed,1d4,20,2,Battery charge,-,L,Penetrating,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"perforator pistol, linear",Small Arms,13,46000,1,-,Sonic,2d10,So,20,Bleed,2d6,40,5,Battery charge,-,L,Penetrating,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"perforator pistol, phased",Small Arms,20,732000,1,-,Sonic,5d10,So,40,Bleed,???,40,8,Battery charge,-,L,Penetrating,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"perforator pistol, refraction",Small Arms,9,13000,1,-,Sonic,2d6,So,20,Bleed,1d6,40,4,Battery charge,-,L,Penetrating,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
persuader,Small Arms,9,13500,1,-,Plasma,2d4,E & F,30,Wound,-,20,2,Battery charge,-,L,Boost 1d4,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"petrol converter, advanced",Longarms,10,18500,2,-,Flame,3d6,F or A,80,-,-,40,1,Petrol,-,1,"Analog, modal (disintegrator)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"petrol converter, elite",Longarms,14,76500,2,-,Flame,5d6,F or A,80,-,-,40,2,Petrol,-,1,"Analog, modal (disintegrator)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"petrol converter, light",Longarms,4,2150,2,-,Flame,1d8,F or A,40,-,-,20,1,Petrol,-,1,"Analog, modal (disintegrator)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"petrol converter, paragon",Longarms,18,385000,2,-,Flame,9d6,F or A,80,-,-,40,2,Petrol,-,1,"Analog, modal (disintegrator)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"petrol converter, tactical",Longarms,7,6750,2,-,Flame,2d6,F or A,80,-,-,40,4,Petrol,-,1,"Analog, modal (disintegrator)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"phasic scythe, harmonic",Advanced Melee,11,25000,2,-,Uncategorized,6d4,So,-,Wound,-,40,5,Battery charge,-,1,"Penetrating, powered",AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"phasic scythe, monophonic",Advanced Melee,7,6250,2,-,Uncategorized,3d4,So,-,Wound,-,40,4,Battery charge,-,1,"Penetrating, powered",AA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"phasic scythe, multiphonic",Advanced Melee,19,562500,2,-,Uncategorized,10d8,So,-,Wound,-,100,10,Battery charge,-,2,"Penetrating, powered",AA5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"phasic scythe, polyphonic",Advanced Melee,15,112500,2,-,Uncategorized,6d8,So,-,Wound,-,80,8,Battery charge,-,2,"Penetrating, powered",AA4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pike, advanced",Advanced Melee,9,12200,2,-,Uncategorized,2d8,P,-,Bleed,1d8,-,-,-,-,2,"Analog, reach",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pike, elite",Advanced Melee,15,95700,2,-,Uncategorized,7d8,P,-,Bleed,3d8,-,-,-,-,2,"Analog, reach",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pike, tactical",Advanced Melee,2,475,2,-,Uncategorized,1d8,P,-,-,-,-,-,-,-,2,"Analog, reach",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasm arraw, white star",Heavy,11,26400,2,-,Laser,3d10,E & F,100,Burn,3d4,20,1,Battery charge,-,2,Automatic,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma array, blue star",Heavy,15,109000,2,-,Laser,5d10,E & F,100,Burn,4d4,20,1,Battery charge,-,2,Automatic,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma array, red star",Heavy,3,1380,2,-,Plasma,1d10,E & F,80,Burn,1d4,20,1,Battery charge,-,2,Automatic,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma array, yellow star",Heavy,7,6300,2,-,Plasma,2d10,E & F,80,Burn,2d4,20,1,Battery charge,-,2,Automatic,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma bolter, advanced",Longarms,5,3010,2,-,Plasma,2d8,E & F,60,Wound,-,40,8,Battery charge,-,2,Unwieldy,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma bolter, elite",Longarms,9,14000,2,-,Plasma,3d10,E & F,60,Wound,-,40,4,Battery charge,-,2,Unwieldy,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma bolter, paragon",Longarms,16,170000,2,-,Plasma,9d8,E & F,60,Wound,-,80,4,Battery charge,-,2,Unwieldy,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma bolter, tactical",Longarms,1,260,2,-,Plasma,1d10,E & F,40,-,-,20,4,Battery charge,-,2,Unwieldy,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma cannon, blue star",Heavy,20,950000,2,-,Plasma,8d10,E & F,100,Burn,4d8,100,10,Battery charge,-,2,"Explode (10), unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma cannon, red star",Heavy,8,8650,2,-,Plasma,2d10,E & F,100,Burn,1d8,40,5,Battery charge,-,2,"Explode (5), unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma cannon, white star",Heavy,16,189200,2,-,Plasma,6d10,E & F,100,Burn,3d8,100,5,Battery charge,-,2,"Explode (5), unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma cannon, yellow star",Heavy,14,62800,2,-,Plasma,4d10,E & F,100,Burn,2d8,100,5,Battery charge,-,2,"Explode (5), unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma caster, blue star",Longarms,17,275000,2,-,Plasma,5d10,E & F,80,Burn,2d10,200,10,Battery charge,-,2,Boost 2d10,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma caster, white star",Longarms,13,49100,2,-,Plasma,3d10,E & F,80,Burn,1d10,100,5,Battery charge,-,2,Boost 1d10,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma claw, biodynamic",Small Arms,16,189000,1,-,Plasma,4d6,E & F,30,-,-,40,8,Battery charge,-,L,Living,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma claw, electrocellular",Small Arms,1,280,1,-,Plasma,1d4,E & F,20,-,-,20,2,Battery charge,-,L,Living,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma claw, organic",Small Arms,10,20100,1,-,Plasma,2d6,E & F,30,-,-,40,8,Battery charge,-,L,Living,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma claw, synthecite",Small Arms,5,3350,1,-,Plasma,1d6,E & F,30,-,-,20,4,Battery charge,-,L,Living,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma doshko, blue star",Advanced Melee,18,364100,2,-,Plasma,7d10,E & F,-,Severe wound,-,20,2,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma doshko, red star",Advanced Melee,6,4650,2,-,Plasma,1d10,E & F,-,Severe wound,-,20,2,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma doshko, white star",Advanced Melee,15,126800,2,-,Plasma,5d10,E & F,-,Severe wound,-,20,2,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma doshko, yellow star",Advanced Melee,10,17000,2,-,Plasma,2d10,E & F,-,Severe wound,-,20,2,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma flare, brilliant",Heavy,13,53100,2,-,Plasma,8d6,E & F,100,Wound,-,80,4,Battery charge,-,2,"Bright, unwieldy",AP08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma flare, luminous",Heavy,5,2950,2,-,Plasma,2d6,E & F,80,-,-,20,1,Battery charge,-,2,"Bright, unwieldy",AP08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma flare, luminous",Heavy,17,265500,2,-,Plasma,13d6,E & F,100,Wound,-,100,5,Battery charge,-,2,"Bright, unwieldy",AP08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma flare, radiant",Heavy,9,13275,2,-,Plasma,5d6,E & F,100,Wound,-,40,2,Battery charge,-,2,"Bright, unwieldy",AP08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma fork, 12notch",Longarms,3,1290,2,-,Plasma,1d8,E & F,60,Knockdown,-,20,1,Battery charge,-,1,Boost 1d4,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma fork, 15notch",Longarms,8,8850,2,-,Plasma,1d10,E & F,80,Knockdown,-,20,1,Battery charge,-,1,Boost 1d10,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma fork, 19notch",Longarms,14,64800,2,-,Plasma,3d10,E & F,80,Knockdown,-,40,2,Battery charge,-,1,Boost 2d10,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma fork, 22notch",Longarms,19,750000,2,-,Plasma,6d10,E & F,100,Knockdown,-,40,2,Battery charge,-,1,Boost 3d10,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma guide, series21",Sniper,2,1070,2,-,Plasma,1d8,E & F,60,-,-,20,5,Battery charge,-,2,"Guided, sniper (250 ft.), unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma guide, series28",Sniper,6,4920,2,-,Plasma,1d10,E & F,60,Wound,-,40,5,Battery charge,-,2,"Guided, sniper (250 ft.), unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma guide, series37",Sniper,8,10800,2,-,Plasma,2d8,E & F,70,Wound,-,40,8,Battery charge,-,2,"Guided, sniper (500 ft.), unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma guide, series42",Sniper,11,28200,2,-,Plasma,3d8,E & F,70,Severe wound,-,80,8,Battery charge,-,2,"Guided, sniper (500 ft.), unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma guide, series62",Sniper,16,193000,2,-,Plasma,5d8,E & F,80,Severe wound,-,80,10,Battery charge,-,2,"Guided, sniper (750 ft.), unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma guide, series73",Sniper,20,980000,2,-,Plasma,9d8,E & F,80,Severe wound,-,100,10,Battery charge,-,2,"Guided, sniper (1,000 ft.), unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma lash, blue star",Advanced Melee,19,912000,1,-,Plasma,15d4,E & F,-,Knockdown,-,20,1,Battery charge,-,L,"Powered, reach, trip",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma lash, red star",Advanced Melee,3,1550,1,-,Plasma,1d4,E & F,-,Knockdown,-,20,1,Battery charge,-,L,"Powered, reach, trip",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma lash, white star",Advanced Melee,14,80500,1,-,Plasma,6d4,E & F,-,Knockdown,-,20,1,Battery charge,-,L,"Powered, reach, trip",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma lash, yellow star",Advanced Melee,8,11000,1,-,Plasma,3d4,E & F,-,Knockdown,-,20,1,Battery charge,-,L,"Powered, reach, trip",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma pistol, blue star",Small Arms,19,565000,1,-,Plasma,5d8,E & F,40,Burn,3d8,100,20,Battery charge,-,L,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma pistol, red star",Small Arms,7,7200,1,-,Plasma,1d8,E & F,20,Burn,1d8,20,4,Battery charge,-,L,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma pistol, white star",Small Arms,15,107500,1,-,Plasma,3d8,E & F,30,Burn,2d8,100,20,Battery charge,-,L,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma pistol, yellow star",Small Arms,12,40300,1,-,Plasma,2d8,E & F,25,Burn,1d8,40,8,Battery charge,-,L,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ribbon, champion",Advanced Melee,19,578000,2,-,Plasma,6d10,E & F,-,-,-,20,1,Battery charge,-,L,"Operative, professional (dancer), powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ribbon, competitor",Advanced Melee,14,74100,2,-,Plasma,3d10,E & F,-,-,-,20,1,Battery charge,-,L,"Operative, professional (dancer), powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ribbon, professional",Advanced Melee,9,13600,2,-,Plasma,2d10,E & F,-,-,-,20,1,Battery charge,-,L,"Operative, professional (dancer), powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ribbon, student",Advanced Melee,4,2120,2,-,Plasma,1d6,E & F,-,-,-,20,1,Battery charge,-,L,"Operative, professional (dancer), powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma rifle, blue star",Longarms,20,935000,2,-,Plasma,8d10,E & F,100,Burn,4d8,100,10,Battery charge,-,2,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma rifle, red star",Longarms,6,4600,2,-,Plasma,1d10,E & F,40,Burn,1d4,40,4,Battery charge,-,2,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma rifle, white star",Longarms,15,126600,2,-,Plasma,4d10,E & F,60,Burn,2d8,40,4,Battery charge,-,2,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma rifle, yellow star",Longarms,10,16800,2,-,Plasma,2d10,E & F,40,Burn,1d8,40,4,Battery charge,-,2,"Line, unwieldy",CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ring, dualvalve",Small Arms,11,27000,1,-,Plasma,2d8,E & F,50,Wound,-,40,4,Battery charge,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ring, multichannel",Small Arms,17,280000,1,-,Plasma,4d8,E & F,60,Wound,-,40,4,Battery charge,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma ring, singlevalve",Small Arms,4,2350,1,-,Plasma,1d4,E & F,40,Wound,-,40,4,Battery charge,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma sword, blue star",Advanced Melee,20,920250,1,-,Plasma,10d8,E & F,-,Severe wound,-,40,4,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma sword, red star",Advanced Melee,13,54300,1,-,Plasma,4d8,E & F,-,Severe wound,-,40,4,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma sword, tactical",Advanced Melee,9,14550,1,-,Plasma,2d8,E & F,-,Severe wound,-,20,2,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma sword, white star",Advanced Melee,18,415600,1,-,Plasma,8d8,E & F,-,Severe wound,-,40,4,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"plasma sword, yellow star",Advanced Melee,15,127000,1,-,Plasma,5d8,E & F,-,Severe wound,-,40,4,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity gauntlets, aurora",Advanced Melee,8,10600,2,-,Shock,2d6,E,-,-,-,40,4,Battery charge,-,1,"Operative, polarize 1d6, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity gauntlets, current",Advanced Melee,12,39100,2,-,Shock,3d6,E,-,-,-,80,4,Battery charge,-,1,"Operative, polarize 2d6, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity gauntlets, spark",Advanced Melee,1,410,2,-,Shock,1d3,E,-,-,-,20,2,Battery charge,-,1,"Operative, polarize 1d3, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity gauntlets, static",Advanced Melee,4,2350,2,-,Shock,1d6,E,-,-,-,40,2,Battery charge,-,1,"Operative, polarize 1d4, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity gauntlets, storm",Advanced Melee,15,122000,2,-,Shock,5d6,E,-,-,-,80,8,Battery charge,-,1,"Operative, polarize 3d6, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity gauntlets, tempest",Advanced Melee,19,615000,2,-,Shock,9d6,E,-,-,-,100,10,Battery charge,-,1,"Operative, polarize 4d6, powered",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polarity rifle, static",Longarms,4,2400,2,-,Shock,1d8,E,60,-,-,40,2,Battery charge,-,1,Polarize 1d4,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polyclub, advanced",Basic Melee,10,17400,1,-,Uncategorized,2d6,B,-,-,-,-,-,-,-,L,"Analog, operative, polymorphic",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polyclub, elite",Basic Melee,14,65000,1,-,Uncategorized,4d6,B,-,-,-,-,-,-,-,L,"Analog, operative, polymorphic",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polyclub, paragon",Basic Melee,18,345000,1,-,Uncategorized,8d6,B,-,-,-,-,-,-,-,L,"Analog, operative, polymorphic",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polyclub, tactical",Basic Melee,6,4200,1,-,Uncategorized,1d6,B,-,-,-,-,-,-,-,L,"Analog, operative, polymorphic",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polylash, advanced",Advanced Melee,11,25500,1,-,Uncategorized,3d8,B,-,-,-,-,-,-,-,L,"Analog, disarm, polymorphic, reach, trip",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polylash, elite",Advanced Melee,15,110000,1,-,Uncategorized,6d8,B,-,-,-,-,-,-,-,L,"Analog, disarm, polymorphic, reach, trip",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polylash, paragon",Advanced Melee,19,575000,1,-,Uncategorized,11d8,B,-,-,-,-,-,-,-,L,"Analog, disarm, polymorphic, reach, trip",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"polylash, tactical",Advanced Melee,7,7000,1,-,Uncategorized,3d4,B,-,-,-,-,-,-,-,L,"Analog, disarm, polymorphic, reach, trip",AP15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psychicwave cannon i,Heavy,2,1100,2,-,Uncategorized,1d6,-,30,Demoralize,-,20,4,Battery charge,-,2,"Blast, living, mindaffecting, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psychicwave cannon ii,Heavy,5,3520,2,-,Uncategorized,1d12,-,40,Demoralize,-,20,4,Battery charge,-,2,"Blast, living, mindaffecting, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psychicwave cannon iii,Heavy,11,28200,2,-,Uncategorized,2d12,-,50,Demoralize,-,20,4,Battery charge,-,2,"Blast, living, mindaffecting, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psychicwave cannon iv,Heavy,16,198000,2,-,Uncategorized,4d12,-,50,Demoralize,-,20,4,Battery charge,-,2,"Blast, living, mindaffecting, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psychicwave cannon v,Heavy,20,990000,2,-,Uncategorized,7d12,-,60,Demoralize,-,20,4,Battery charge,-,2,"Blast, living, mindaffecting, unwieldy",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pulse gauntlet, banshee",Advanced Melee,16,148200,1,-,Sonic,10d6,B & So,-,Knockdown,-,20,1,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pulse gauntlet, lfd",Advanced Melee,7,7350,1,-,Sonic,2d6,B & So,-,Knockdown,-,20,1,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pulse gauntlet, thunderstrike",Advanced Melee,2,475,1,-,Sonic,1d6,B & So,-,Knockdown,-,20,1,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pulse guantlet, hfd",Advanced Melee,12,31300,1,-,Plasma,5d6,B & So,-,Knockdown,-,20,1,Battery charge,-,1,Powered,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulsecaster pistol,Small Arms,1,250,1,-,Shock,1d4,E,30,-,-,20,1,Battery charge,-,L,Nonlethal,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulsecaster rifle,Longarms,1,100,2,-,Shock,1d6,E,50,-,-,40,2,Battery charge,-,1,Nonlethal,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"puzzleblade, conviction",Basic Melee,4,2100,2,-,Uncategorized,1d6,S,-,-,-,-,-,-,-,1,Breakdown,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"puzzleblade, dedication",Basic Melee,9,13700,2,-,Uncategorized,3d6,S,-,-,-,-,-,-,-,1,Breakdown,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"puzzleblade, moderation",Basic Melee,14,77400,2,-,Uncategorized,7d6,S,-,-,-,-,-,-,-,1,Breakdown,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"puzzleblade, tradition",Basic Melee,19,605000,2,-,Uncategorized,14d6,S,-,-,-,-,-,-,-,1,Breakdown,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pyrod beacon,Advanced Melee,16,164000,1,-,Flame,8d6,F,-,Jet,4d6,20,1,Petrol,-,L,"Analog, fueled, professional (dancer)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pyrod, luminous",Advanced Melee,3,1300,1,-,Flame,1d6,F,-,Jet,1d4,20,1,Petrol,-,L,"Analog, fueled, professional (dancer)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"pyrod, torch",Advanced Melee,10,13500,1,-,Flame,3d6,F,-,Jet,2d6,20,1,Petrol,-,L,"Analog, fueled, professional (dancer)",AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"rackarack, drum",Longarms,13,46100,2,-,Sonic,5d6,So,60,Nuisance,-,20,2,Battery charge,-,1,Boost 2d4,NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
